Date,Close,High,Low,Open,Volume
2025-04-08,78.20999908447266,88.93000030517578,76.4800033569336,86.1500015258789,69910200.0
2025-04-09,96.83999633789062,97.91000366210938,78.87000274658203,79.22000122070312,97827400.0
2025-04-10,88.69999694824219,92.94999694824219,85.05999755859375,91.0,65210600.0
2025-04-11,93.4000015258789,94.76000213623047,90.5,90.51000213623047,57892600.0
2025-04-14,94.5,97.37000274658203,93.44999694824219,97.11000061035156,36003000.0
2025-04-15,95.29000091552734,96.8499984741211,94.62000274658203,94.66000366210938,28116500.0
2025-04-16,88.29000091552734,90.47000122070312,85.30000305175781,87.61000061035156,62109000.0
2025-04-17,87.5,89.02999877929688,86.5199966430664,88.83999633789062,34801400.0
2025-04-21,85.55999755859375,86.13999938964844,83.75,86.0199966430664,33855400.0
2025-04-22,86.26000213623047,87.16999816894531,85.16999816894531,86.12000274658203,35236700.0
2025-04-23,90.38999938964844,93.73999786376953,90.12000274658203,91.87999725341797,41102600.0
2025-04-24,94.47000122070312,94.75,90.37000274658203,91.58999633789062,33681900.0
2025-04-25,96.6500015258789,97.0999984741211,92.8499984741211,93.27999877929688,28575300.0
2025-04-28,96.38999938964844,97.48999786376953,94.2699966430664,95.58000183105469,30456700.0
2025-04-29,96.05999755859375,97.18000030517578,95.33000183105469,95.76000213623047,20700600.0
2025-04-30,97.3499984741211,97.55000305175781,91.87000274658203,92.80999755859375,29730700.0
2025-05-01,96.6500015258789,100.0999984741211,96.44999694824219,99.2699966430664,29591500.0
2025-05-02,98.80000305175781,99.87999725341797,98.30000305175781,98.4000015258789,29957900.0
2025-05-05,100.58999633789062,102.05000305175781,98.76000213623047,99.0,41268900.0
2025-05-06,98.62000274658203,100.06999969482422,97.44000244140625,98.41000366210938,54264300.0
2025-05-07,100.36000061035156,103.41999816894531,96.87999725341797,100.75,86474400.0
2025-05-08,101.69999694824219,105.44000244140625,101.55999755859375,101.91999816894531,54231400.0
2025-05-09,102.83999633789062,103.54000091552734,101.5999984741211,102.58999633789062,31704300.0
2025-05-12,108.12000274658203,110.66999816894531,106.9800033569336,110.41999816894531,50543400.0
2025-05-13,112.45999908447266,113.12999725341797,109.0,109.5999984741211,55659500.0
2025-05-14,117.72000122070312,122.5199966430664,116.58999633789062,119.83000183105469,86743700.0
2025-05-15,114.98999786376953,117.5,114.01000213623047,117.0199966430664,43843200.0
2025-05-16,117.16999816894531,118.23999786376953,116.01000213623047,118.06999969482422,43419700.0
2025-05-19,114.73999786376953,115.52999877929688,114.05999755859375,115.0199966430664,37737400.0
2025-05-20,113.51000213623047,114.51000213623047,112.08000183105469,114.3499984741211,29030800.0
2025-05-21,112.05999755859375,116.0999984741211,111.08999633789062,113.8499984741211,43594600.0
2025-05-22,110.70999908447266,112.63999938964844,110.61000061035156,111.9000015258789,29252000.0
2025-05-23,110.30999755859375,111.0199966430664,107.66999816894531,108.08999633789062,30867300.0
2025-05-27,114.55999755859375,115.4000015258789,112.2699966430664,113.18000030517578,37885000.0
2025-05-28,112.86000061035156,114.94999694824219,112.66000366210938,114.91999816894531,27483700.0
2025-05-29,113.02999877929688,115.54000091552734,112.12999725341797,115.48999786376953,30501400.0
2025-05-30,110.7300033569336,112.11000061035156,108.62000274658203,111.58000183105469,36088500.0
2025-06-02,114.62999725341797,114.86000061035156,111.01000213623047,111.05999755859375,34078400.0
2025-06-03,117.30999755859375,117.68000030517578,113.27999877929688,114.5,37161500.0
2025-06-04,118.58000183105469,119.30000305175781,115.7300033569336,117.41000366210938,31025000.0
2025-06-05,115.69000244140625,119.23999786376953,114.70999908447266,118.94999694824219,34091000.0
2025-06-06,116.19000244140625,118.37999725341797,115.87999725341797,117.69000244140625,27042100.0
2025-06-09,121.7300033569336,122.37000274658203,119.04000091552734,119.18000030517578,55437700.0
2025-06-10,123.23999786376953,124.08999633789062,120.80000305175781,121.11000061035156,41691900.0
2025-06-11,121.13999938964844,124.47000122070312,119.87999725341797,124.44000244140625,32261900.0
2025-06-12,118.5,122.25,118.02999877929688,120.62000274658203,44718400.0
2025-06-13,116.16000366210938,117.87999725341797,115.05999755859375,116.05000305175781,39702700.0
2025-06-16,126.38999938964844,128.13999938964844,117.77999877929688,118.63999938964844,100968500.0
2025-06-17,127.0999984741211,130.6999969482422,126.58000183105469,127.93000030517578,86623900.0
2025-06-18,126.79000091552734,129.2100067138672,125.7699966430664,128.00999450683594,49627100.0
2025-06-20,128.24000549316406,132.80999755859375,127.55000305175781,129.0,79931000.0
2025-06-23,129.5800018310547,133.25,126.81999969482422,130.47000122070312,65152900.0
2025-06-24,138.42999267578125,138.7899932861328,132.92999267578125,133.42999267578125,78572000.0
2025-06-25,143.39999389648438,144.17999267578125,139.4600067138672,140.94000244140625,74607200.0
2025-06-26,143.67999267578125,146.0,141.91000366210938,145.97000122070312,58180100.0
2025-06-27,143.80999755859375,147.75,141.6300048828125,144.17999267578125,61937900.0
2025-06-30,141.89999389648438,146.0,141.00999450683594,144.0,42972500.0
2025-07-01,136.11000061035156,140.22999572753906,135.1199951171875,138.77000427246094,55257200.0
2025-07-02,138.52000427246094,139.77999877929688,135.22000122070312,135.52999877929688,39228000.0
2025-07-03,137.91000366210938,139.5,137.32000732421875,139.11000061035156,28646000.0
2025-07-07,134.8000030517578,137.44000244140625,133.5,136.55999755859375,37395000.0
2025-07-08,137.82000732421875,139.14999389648438,135.91000366210938,137.32000732421875,36124600.0
2025-07-09,138.41000366210938,140.64999389648438,137.58999633789062,138.69000244140625,37013100.0
2025-07-10,144.16000366210938,145.82000732421875,141.85000610351562,143.0,61101500.0
2025-07-11,146.4199981689453,147.39999389648438,141.60000610351562,142.60000610351562,50049200.0
2025-07-14,146.24000549316406,147.5800018310547,141.89999389648438,145.08999633789062,44718600.0
2025-07-15,155.61000061035156,158.67999267578125,153.55999755859375,153.75,93370100.0
2025-07-16,160.0800018310547,160.36000061035156,152.85000610351562,155.30999755859375,59492800.0
2025-07-17,160.41000366210938,161.9600067138672,158.67999267578125,161.80999755859375,50605100.0
2025-07-18,156.99000549316406,160.8300018310547,155.80999755859375,159.58999633789062,48859800.0
2025-07-21,157.0,160.33999633789062,156.9199981689453,157.6199951171875,39021100.0
2025-07-22,154.72000122070312,156.22999572753906,149.33999633789062,156.1999969482422,49028000.0
2025-07-23,158.64999389648438,159.4499969482422,156.0,156.32000732421875,41510900.0
2025-07-24,162.1199951171875,163.92999267578125,158.36000061035156,159.1199951171875,48440100.0
2025-07-25,166.47000122070312,167.17999267578125,162.36000061035156,163.50999450683594,53432300.0
2025-07-28,173.66000366210938,174.6999969482422,168.6699981689453,169.0800018310547,68267800.0
2025-07-29,177.44000244140625,182.30999755859375,174.67999267578125,175.2100067138672,108154800.0
2025-07-30,179.50999450683594,180.3699951171875,173.8000030517578,175.61000061035156,64820300.0
2025-07-31,176.30999755859375,182.5,173.0,182.02000427246094,71765300.0
2025-08-01,171.6999969482422,174.39999389648438,166.82000732421875,170.16000366210938,75396100.0
2025-08-04,176.77999877929688,177.86000061035156,173.55999755859375,174.61000061035156,52951000.0
2025-08-05,174.30999755859375,177.99000549316406,171.8000030517578,177.57000732421875,88808500.0
2025-08-06,163.1199951171875,166.17999267578125,157.8000030517578,165.0500030517578,133641800.0
2025-08-07,172.39999389648438,175.75,166.6999969482422,166.83999633789062,95448300.0
2025-08-08,172.75999450683594,176.47999572753906,170.52000427246094,174.0399932861328,68866700.0
2025-08-11,172.27999877929688,178.82000732421875,169.3800048828125,170.0399932861328,70651000.0
2025-08-12,174.9499969482422,175.16000366210938,168.5,173.32000732421875,52243500.0
2025-08-13,184.4199981689453,186.64999389648438,179.3800048828125,179.91000366210938,108305100.0
2025-08-14,180.9499969482422,185.44000244140625,179.55999755859375,179.8300018310547,66308800.0
2025-08-15,177.50999450683594,180.13999938964844,176.25,180.05999755859375,51543100.0
2025-08-18,176.13999938964844,178.8000030517578,174.36000061035156,176.75999450683594,35937500.0
2025-08-19,166.5500030517578,173.1699981689453,166.10000610351562,173.10000610351562,64455000.0
2025-08-20,165.1999969482422,166.64999389648438,158.25,164.10000610351562,60233200.0
2025-08-21,163.7100067138672,165.8800048828125,162.25999450683594,165.86000061035156,37880500.0
2025-08-22,167.75999450683594,168.52999877929688,161.8000030517578,162.1699981689453,43998600.0
2025-08-25,163.36000061035156,165.58999633789062,161.72000122070312,165.5500030517578,36134700.0
2025-08-26,166.6199951171875,169.77000427246094,164.91000366210938,168.64999389648438,52138600.0
2025-08-27,167.1300048828125,167.67999267578125,164.64999389648438,166.0399932861328,37031000.0
2025-08-28,168.5800018310547,170.99000549316406,166.64999389648438,168.5,36285200.0
2025-08-29,162.6300048828125,168.57000732421875,161.89999389648438,166.80999755859375,37516800.0
2025-09-02,162.32000732421875,162.38999938964844,156.6199951171875,158.4199981689453,38656100.0
2025-09-03,162.1300048828125,164.75,160.5800018310547,161.80999755859375,30752800.0
2025-09-04,161.7899932861328,162.0500030517578,157.7899932861328,159.94000244140625,32103500.0
2025-09-05,151.13999938964844,157.13999938964844,150.17999267578125,157.1199951171875,78256000.0
2025-09-08,151.41000366210938,152.63999938964844,149.22000122070312,151.8000030517578,41849000.0
2025-09-09,155.82000732421875,156.66000366210938,151.92999267578125,151.99000549316406,42802500.0
2025-09-10,159.5399932861328,164.52999877929688,158.0,163.5399932861328,52465300.0
2025-09-11,155.6699981689453,160.2100067138672,154.99000549316406,158.6199951171875,48817700.0
2025-09-12,158.57000732421875,160.41000366210938,154.9199981689453,157.0,42232800.0
2025-09-15,161.16000366210938,162.3000030517578,157.60000610351562,160.00999450683594,36808700.0
2025-09-16,160.4600067138672,161.9499969482422,159.22000122070312,161.3699951171875,27946500.0
2025-09-17,159.16000366210938,161.6300048828125,155.75999450683594,159.27999877929688,41823800.0
2025-09-18,157.9199981689453,158.77000427246094,149.85000610351562,150.9600067138672,84549500.0
2025-09-19,157.38999938964844,159.83999633789062,155.89999389648438,157.3800048828125,55448100.0
2025-09-22,159.7899932861328,162.67999267578125,157.4199981689453,157.4199981689453,46505500.0
2025-09-23,160.89999389648438,163.38999938964844,159.2100067138672,160.52000427246094,39448300.0
2025-09-24,160.8800048828125,165.10000610351562,158.42999267578125,162.97999572753906,38464100.0
2025-09-25,161.27000427246094,161.6300048828125,154.77999877929688,157.13999938964844,36809900.0
2025-09-26,159.4600067138672,162.11000061035156,157.0500030517578,160.52000427246094,30316900.0
2025-09-29,161.36000061035156,164.3000030517578,159.89999389648438,160.1199951171875,39828800.0
2025-09-30,161.7899932861328,162.27999877929688,159.3300018310547,160.7899932861328,29669300.0
2025-10-01,164.00999450683594,164.17999267578125,160.49000549316406,160.92999267578125,39895200.0
2025-10-02,169.72999572753906,171.05999755859375,166.1199951171875,168.67999267578125,55475200.0
2025-10-03,164.6699981689453,170.67999267578125,163.13999938964844,170.67999267578125,42699100.0
2025-10-06,203.7100067138672,226.7100067138672,203.00999450683594,226.4499969482422,248859600.0
2025-10-07,211.50999450683594,218.89999389648438,209.27999877929688,214.85000610351562,115748100.0
2025-10-08,235.55999755859375,235.8699951171875,210.6999969482422,212.9499969482422,159983500.0
2025-10-09,232.88999938964844,240.10000610351562,229.52999877929688,236.3000030517578,94290700.0
2025-10-10,214.89999389648438,234.22000122070312,213.1999969482422,232.77000427246094,118656600.0
2025-10-13,216.4199981689453,224.19000244140625,214.89999389648438,220.1999969482422,63104000.0
2025-10-14,218.08999633789062,224.97999572753906,215.89999389648438,219.1999969482422,71216300.0
2025-10-15,238.60000610351562,239.24000549316406,220.75999450683594,222.7100067138672,108481000.0
2025-10-16,234.55999755859375,241.1999969482422,232.24000549316406,236.2899932861328,69726400.0
2025-10-17,233.0800018310547,235.3800048828125,227.91000366210938,233.25999450683594,55804200.0
2025-10-20,240.55999755859375,242.8800048828125,234.39999389648438,236.47000122070312,56741700.0
2025-10-21,238.02999877929688,242.25999450683594,234.02000427246094,239.38999938964844,47122400.0
2025-10-22,230.22999572753906,240.1300048828125,224.8800048828125,236.85000610351562,59668800.0
2025-10-23,234.99000549316406,235.89999389648438,228.5399932861328,230.16000366210938,39024400.0
2025-10-24,252.9199981689453,253.38999938964844,241.9499969482422,243.36000061035156,71221100.0
2025-10-27,259.6700134277344,260.4200134277344,249.8000030517578,257.8800048828125,65482800.0
2025-10-28,260.04998779296875,264.5799865722656,258.0299987792969,259.0899963378906,19812143.0
